NU_CTE_COD	EDAD	CD_ESTADO	CD_POSTAL	CD_SEXO
5M0L8BH8	66	HI	42986	M
KQWR4L9M	47	DF	04330	F
1MDXJN5Z	75	BN	21377	F
60322CXE	65	JA	49011	F
MNDNXL8V	30	CS	29130	M
0DLX0K60	36	VE	91968	F
EJ8MFG02	28	YU	97320	M
8ZM8ST8A	38	JA	44820	M
GYJPB0DF	44	NL	66640	M
B5EYTQFC	33	BN	22164	F
JV5Z730V	24	DF	14420	M
HUCK9S9Z	31	JA	49013	F
5HXY5LQK	51	EM	53619	M
LNY593TN	24	QU	76087	F
D0664F0Y	47	HI	42330	M
0ATJMVLK	61	CU	25870	M
VM0Q2HZ7	23	BN	21137	F
84TQQWQ8	46	ZA	99150	M
G09WV8PQ	47	NL	67350	M
3QZL0N5Q	42	VE	95096	F
VUBGJN82	33	JA	45177	F
7CYBB0AS	40	JA	48745	F
UKYFP4QR	81	DF	15020	M
L7VD103A	64	JA	44890	F
KBFERCQ0	28	TM	88733	F
AJYTNR97	40	GU	36555	F
6GPRG9G6	37	SO	83280	F
70UW2BJK	56	MI	59800	F
1D0MPE1L	58	DF	07230	F
ZK0012AM	47	TA	86280	M
J98X0LD0	50	SL	78100	F
SLG9D92X	20	EM	50904	F
5XXARLMR	49	GU	37448	F
F10LHKAF	32	CU	25070	F
GSEAH1CR	56	BN	21440	M
DM0YUK5V	31	DF	03440	F
R30N9TXQ	23	EM	53538	M
HTU66565	33	GU	38600	F
MFMRX6KP	22	HI	42988	M
WL9ZUXDF	65	JA	45080	M
V2DQ3T75	35	TA	86500	M
0G8AF9LS	28	BN	21395	F
N720HL3F	29	DF	16400	M
Q68W2CPU	38	JA	45138	M
ATZ20730	38	NA	63197	M
TR5A4RSD	27	NL	64160	F
D8JP3L4L	29	JA	44950	F
MCWCMRM3	34	EM	52360	M
WSWAXUJL	25	TM	89600	M
TCJGGXWD	26	DF	04369	F
CUEZDVMX	34	DF	14400	M
135HJ1TU	66	HI	42083	M
ANA65NBP	43	ZA	98054	F
M8SPDPPY	31	DF	07899	M
EMVUR841	37	TA	86100	M
T1X4A7PP	29	JA	48540	F
1XC41YGS	48	DF	07080	F
VEAVD9GU	28	DF	16090	M
AJWYYNLN	31	JA	49653	M
PR6Y2F97	40	DF	11430	M
JDDFNC1C	39	HI	43600	F
FBRLWJNL	36	EM	52176	F
7TL1A1NK	65	BN	22680	F
KG0UTSZD	34	CH	31500	M
RFM59K98	20	JA	45200	F
DM2NDWEV	55	PU	72130	F
EDZU7CXW	52	EM	55763	M
R0A02TGP	57	TM	89460	M
Q1BZ63N9	20	EM	54930	M
QTV3T2ZC	32	EM	52147	F
KGS9DUPV	36	MI	58330	M
6RDQFTK0	47	MI	59610	M
V7CQ0H6S	41	EM	52004	M
TDZSAGLR	31	DF	06720	F
TKAPD0S0	26	YU	97277	M
FKRADK26	20	NL	66220	M
P197V63V	23	CS	30786	F
H1D0SRXK	27	EM	53690	M
F28WVDZ8	53	NL	67140	F
7Q9N6Y0B	45	JA	45190	F
90PX6JK8	55	BN	21188	F
GBXFH05N	74	BN	22205	F
51HR59J0	32	EM	55660	M
RBJ1KRVK	20	GU	37296	M
YVXDW04B	22	EM	50240	M
FVBN4RGJ	33	BN	21386	M
N81FXKEG	30	NL	67185	M
BM0QHAVA	37	CS	29000	F
6ABSW9ZV	51	SL	78436	F
090T1PET	36	CU	25296	M
C7L2P7NG	65	PU	72310	M
X3W51CZY	42	CU	27550	M
UK3F2GNM	26	EM	56560	F
57HHH4N6	53	DF	07530	M
LR5VUBLF	30	CS	29410	F
UG9WBR82	77	DF	13020	F
M886H8KD	25	DF	14140	F
90SQQ8BY	45	DF	01210	M
1HQ0MBNF	66	VE	92800	F
E76DZ6BK	29	EM	55130	M
AWSTZYRZ	56	TA	86200	M
ET3K00JL	34	EM	54040	M
GBDHLVD2	34	EM	54858	F
CH2YW01H	26	PU	74240	M
MW000YHA	21	CO	28045	M
6VM9QSNG	41	JA	45160	M
7ZTZ0MFW	36	GU	37327	F
3Y0R8X0D	30	EM	55885	M
0UFNDZMZ	47	JA	47980	M
KEJG8W59	48	VE	94740	M
CR6EM1B3	58	GU	36784	F
R0PY0CSN	20	EM	54740	F
7FHSE764	46	EM	57900	F
EL38MNFV	34	CH	31560	F
QCM6X3X1	21	TM	89358	F
UY0FVUJ0	37	BS	23080	M
ZCA503X2	20	CH	31184	F
VYGCXR8Y	31	CH	33886	F
STQWB157	31	JA	47530	M
UV9AYAP2	62	CH	31955	M
01EN757D	41	SI	80060	M
RT68ALDJ	36	VE	93250	F
06VG9DN1	28	VE	96536	M
L17C6KCY	29	GU	37258	M
TL861LCU	26	BN	21389	M
LZQPL08U	27	CU	26263	F
2AFG1NJW	50	EM	55135	M
PSRHB17G	20	NL	64834	M
90YUW6TV	31	SI	81290	M
NRUJ5P1E	20	TL	90503	M
C0XC24QF	46	EM	52170	F
DY1T0TML	33	SO	85440	F
QU991D88	27	GU	37408	M
E90KUKR0	28	BS	23427	F
TXWX3VKZ	33	HI	42790	M
VVM7W19B	43	SO	83498	M
JJDWG0LN	37	EM	51370	M
MCGF1M3R	22	DF	01539	M
2FS7X101	52	JA	45590	F
URX9JZ5W	47	DF	07400	M
R0R4GKHC	40	SI	80058	F
ZN1XADHK	46	GU	37207	F
MV1EZ2JY	33	TA	86613	M
9ZVNGD0P	30	ZA	98607	F
72VN2F93	54	CH	32618	F
LBUMUGTA	33	EM	56567	M
M9HVW5W7	74	EM	55080	F
U5A06MLE	25	EM	54715	F
NN1HZ3TQ	44	EM	54407	M
SN85L35J	51	QR	77527	F
DCH04UQ3	37	HI	42330	M
1GYQFBEE	57	QR	77517	M
KRE6HM0D	24	PU	72150	M
DGBLVTJ7	38	EM	56619	F
ZUMDFUE4	19	NL	66023	M
0WX8608X	58	VE	92870	M
2YS7LUQ0	41	EM	50487	M
CSHUQ4ZY	32	AG	20900	M
PBP2EX49	20	DF	04440	F
V86ZRWMQ	47	AG	20263	M
GWAUP305	24	VE	91700	M
YNH40KZV	41	SI	80220	F
97J7US10	27	MI	58290	F
UC08VFG5	31	DF	06800	F
6UVCTZWM	41	CS	29160	F
Z3533YV7	26	CS	30590	M
F6GDBQ53	42	GU	38020	M
SQS98W56	26	EM	55120	M
UBKXKECH	32	MO	62218	M
9KUFVBK2	45	VE	91630	F
ZPZLMQ1N	21	DF	01010	F
YVRW5262	41	EM	56604	M
66RH8QG9	67	DF	09070	F
BQYAP67G	31	DF	06700	M
265MA8H6	67	EM	53280	M
420PP59K	72	SO	85294	M
2Z3G30K8	64	SI	82110	M
DA15VKE6	42	DF	15410	M
HMAXJ6EK	31	EM	56353	M
VTASG5JB	43	NL	66003	F
K4RQXASD	24	GU	36990	M
UQSF1JX5	35	QR	77517	M
H86DWD6K	31	EM	50290	M
YLN426AA	45	JA	45680	F
NFMKHBUF	28	HI	42183	F
HVFLGN5F	25	DF	01290	M
UHLH7F8X	31	DF	11650	F
B683N7VQ	50	NL	67250	F
02C5XW1Z	35	TM	89550	M
NKRH7CC6	22	SI	81413	F
EMSTK0AH	45	JA	45645	F
K002A6Q1	27	PU	72456	M
2SYXC4W8	57	EM	55870	F
YV0RHY8H	21	BN	21395	M
3MMS0G8C	50	EM	50170	F
0LHZEBA9	44	JA	45199	M
L8FBRTJP	66	SL	78434	F
FPW7LKWP	28	BN	22170	M
KZX535RV	22	VE	93994	F
J25JPQFJ	48	DF	01270	M
3SQJG4LR	50	VE	94330	M
MELJK85A	22	VE	91180	F
8PYWQGNY	33	DF	15500	M
NFMTYCAQ	41	OA	68360	F
ZYJKXUQ4	23	EM	54710	M
P1XCVKVU	46	NL	64530	F
JY10W4QJ	23	DF	09780	F
LBZ36H1Q	27	EM	56530	M
SUGMMRUH	23	NL	66278	F
VN8UU1QW	26	OA	71230	M
A4GTAT90	44	PU	73700	F
2FTCGUQX	44	DF	08500	F
6K91R98B	42	DF	07889	M
HJD1V4H6	36	QR	77500	F
403MU4JY	43	DF	06100	M
BTQAGNQH	59	TM	88240	F
AC0JCR8S	74	MI	60153	M
N02JAMS8	30	EM	54784	M
QY3PX9G0	20	QU	76020	M
2AT0W8JD	60	HI	42080	M
NWBLX7GM	48	VE	96980	F
MK1A0KV0	29	DF	14400	F
H1W1D4MB	29	TA	86080	F
FWVTCB0Z	49	EM	50110	M
9R1NQNBS	61	DF	07440	M
HE2U096U	43	MI	58260	F
PD1HL5T2	20	DF	16100	F
P6HVWBEM	28	CU	27280	M
9SRXCUFM	62	AG	20802	F
SL0Q2ZV0	23	DF	15510	F
CHEAA2CK	38	BN	21399	F
P59QE0P9	25	JA	44630	F
N9V2TGF9	22	EM	54463	M
8LJCL81Z	50	PU	75700	F
8P0LXKGQ	75	PU	74230	F
UHD4RCE5	27	GO	41160	F
K0VS4SRL	44	CU	27000	F
7Q1PFUTX	53	NA	63630	F
4FFYATHH	49	YU	97205	F
9Q1ME79T	41	BN	21323	M
0JGA1BB8	28	DF	04470	F
VS08DY4C	25	QR	77506	M
5S420K58	36	PU	72640	F
8MVD6AMK	22	HI	43750	M
M4KT72CW	22	EM	55050	F
TWQV3937	21	HI	42300	M
0P97B75N	61	GU	37893	M
C10PQ0D2	36	SL	78129	M
SUHHXK2Q	24	EM	54466	M
JAQK51U8	40	DF	06700	F
D26JECLL	31	AG	20126	M
89BKRHX9	51	HI	42988	F
649R38EB	43	EM	56530	M
8RNV7UEH	37	CU	25204	F
X2S4W90D	30	VE	94300	M
X05074V7	23	CH	31572	M
CH5R024D	41	DF	09520	M
9UTLNGE7	45	NL	66000	F
36730TZ4	46	NA	63990	M
VBGTGD1K	45	CH	31140	F
38EQ570J	56	BN	21290	F
V0MMTKKQ	31	CH	31610	F
AUZ0V0HF	60	GU	37710	F
N12HTP9Z	23	JA	45132	F
0TBNEWDV	58	HI	42086	M
VDS1NEHU	61	SL	78390	F
PNAS50B2	20	CH	33078	F
FPL5B000	46	SO	83170	M
0MASARZZ	59	SO	84620	M
HUSMY7ZR	34	JA	45070	F
USAU4FVL	35	JA	44870	M
6U1UK9X6	58	NL	64217	F
DCA7RBDQ	55	CH	31126	F
8M1FP1M0	38	DF	16020	M
88CNU64C	39	JA	49653	M
S7J5928F	35	TA	86126	F
VQ3QMCSW	48	MI	58219	M
14LQCLPU	34	ZA	98000	F
NC4G6Y0E	28	EM	56600	F
YZUP0BUA	22	GU	37353	F
055ACZAU	33	DF	02100	M
LX3MSTLG	29	EM	51200	M
JC2AUM3R	56	NL	67192	F
HFBLBKJP	37	GU	37530	M
13F2E4VN	53	EM	55710	M
PGU28GQ7	40	GU	37278	F
02J58QGU	54	CH	33000	M
Q9060RGA	21	BN	22204	F
080CPJD8	23	NA	63000	F
7LBE1A6R	42	DF	07080	M
LQQRQAX7	24	JA	46770	M
40F0KY7W	49	DF	14479	F
09RH9V4V	40	BN	22626	M
WKYGWT2K	27	SO	83295	F
C0PN79RR	39	GU	38400	F
N0P1UV25	29	BN	22897	F
9LGGWWZZ	37	AG	20196	M
1K7R3E1P	58	MI	60300	M
9G8X1YZA	23	NL	64830	M
F1EUF0A2	29	JA	48290	M
0JA8EPUX	50	JA	45050	M
E1MUM44K	32	OA	70610	F
HRHE403B	40	SO	83160	F
Q92DECAG	40	DF	07199	M
E14L0DV8	46	NL	64700	F
EU4YNYK9	29	EM	56643	F
CYZ6SXZT	53	EM	54743	F
FAM4FFQ0	55	TM	88710	F
0MB1SEWY	55	CU	27275	F
AK97F08V	46	TA	86000	M
NCNHMUQD	32	YU	97000	F
ABE8TNGB	35	EM	52779	F
0CU8MYF0	30	NL	67850	M
2CYM5P9U	69	EM	52928	M
DJLL1TRS	54	DF	09840	M
NN9QNZBT	23	VE	96890	F
6G9P80NM	42	BN	21395	F
8WUP95R5	43	HI	42995	M
YZBGTTVG	23	PU	72960	M
6JK171RL	87	DF	11420	M
Y2HQPS60	30	JA	45640	F
YHD8L7XG	22	VE	94180	M
DS9VTB9V	44	JA	45680	M
H1T02GR5	30	TA	86270	M
RMQD4HR7	22	EM	55050	F
10UHB0RW	57	NL	67174	F
AC2JH6L3	22	DF	04369	M
S1PCEB3Z	19	EM	53300	F
4LMYTGVT	64	JA	47630	F
SSV0EASU	19	DF	07400	M
GHRHX9AW	46	OA	68000	F
4EFCW0V5	43	PU	72430	F
1619DH5J	56	JA	45158	M
KCYAA9FA	24	JA	45550	F
RNB8MVN4	19	GO	40400	M
U236D48T	26	CS	29930	F
99XSN7V2	70	EM	56600	M
JC94Q3YC	37	JA	45694	M
3ZCFUYUM	54	DF	01400	M
ACA1F5WD	44	TM	88720	F
YLW0HDJQ	24	DF	01010	M
KJXRUMCF	35	DF	14100	M
PL65DG34	32	NL	64180	F
Y5KEVLX4	22	DF	01010	F
AQMB2FSJ	32	GU	37670	F
FGVSC9GE	34	CU	27290	M
CLDAYAEV	47	DF	15650	F
0JKL7T5T	75	DF	11560	F
VRXTUJRG	33	EM	54604	M
763X0RUH	51	NL	67190	M
P1WE30VT	60	DF	01280	F
CV46F44M	49	DU	34224	F
8LN52GE5	53	DF	09640	F
VZXNNPL1	38	SL	78377	M
TVFBZDQ5	61	HI	43584	F
QJ6HSKTS	23	HI	42185	M
FPLE400B	34	YU	97000	M
X42LMM8M	39	JA	47910	F
Y5AUDKX1	27	DF	01010	F
RBPJ0JGE	19	JA	45110	M
XNH9292C	26	GO	39620	M
FJBB9PHY	47	CU	27087	M
DPU0803P	40	GU	38790	F
YG6KU0MQ	21	JA	47180	M
G9MCYQC0	64	EM	52783	M
8C6QEBNH	39	CU	25740	F
A9NWYSS2	48	YU	97203	M
NNU2CM0W	20	VE	93250	M
03C5D2CA	33	CA	24050	F
K0V62VFY	32	DU	34700	M
5SAQDPRX	42	JA	45680	M
P3D5WDNN	28	EM	55055	F
955HD1VE	49	DF	15100	F
E2J9CGJ7	40	CH	32696	F
W8M4FQ79	61	DF	11400	M
74H39JMZ	41	AG	20164	M
8BD2U1PP	48	MO	62710	M
5Q849QKE	40	TA	86040	M
YFHY8ABN	22	JA	46730	M
X0CCKL7W	31	DF	14738	M
CU859JRM	34	TA	86080	M
0RFSKQDL	62	QU	76147	F
YWLF27K3	22	EM	54270	M
CV80FUDC	41	MI	58581	F
JYHJV3H1	32	DF	06760	M
5P0TMVVR	53	PU	72430	M
CGX5E36Y	50	VE	96536	F
7RY26V40	50	VE	96536	M
X2007HH9	32	NL	67110	M
23PKH4CC	47	NL	64346	M
494LWMMD	55	SO	84623	F
V0HL07XK	59	QR	77506	F
KCJV17VC	22	MI	59384	M
7M3ZEMR0	44	PU	74218	F
UPP7WRYD	50	NL	67266	F
7A8F5WCN	62	CU	26094	M
8QG705UQ	45	DF	07670	M
M14XLPJN	23	SI	80020	F
DHLZHE3V	29	EM	55100	F
VZHVTF0R	39	DF	16710	F
JC0USWA8	24	EM	50050	M
A9AX4W56	26	NA	63645	M
0HH4RAQ3	27	EM	52600	F
LBF437NC	39	CH	31530	F
3VZ727BH	50	ZA	98058	M
S13WUSYT	22	EM	52436	M
NZ8N4XSU	28	VE	96840	M
FV8E5ATT	38	DF	12910	M
L0FJCA7Z	36	NL	66490	F
2XT38YLE	46	PU	72000	M
WRMKHA8G	22	BN	22706	F
E0ER8R47	68	DF	09300	M
DZ4CKW8F	40	VE	96420	F
TTXMRJQ1	31	DF	13420	M
44SY8P9J	56	DU	34630	F
6K4UBYY4	42	GU	37536	F
5J6YPRAZ	44	CH	32790	M
BYCVG0K0	67	DF	11370	F
UCJDQUTM	38	QU	76180	F
H7N8FZ52	58	SI	81215	F
ULTT8NU0	29	GO	39960	F
NSF6D0A6	22	QU	76000	M
2C12USR3	54	GU	37157	F
0X00NGNK	61	CH	31216	F
SFD27YC4	22	QU	76903	M
F22AUSP0	32	SL	78214	M
JYK1VLTS	35	SL	79246	F
H2X4EBV5	33	JA	47250	F
XE31X8EV	40	CH	31214	F
USJAXLSF	34	EM	53427	M
2H0EF2HQ	43	SO	84090	M
X547RH0F	33	VE	91817	F
XBERHDZQ	32	SO	83294	F
X6JVA4PH	48	JA	45640	M
0PR9SYA2	42	DF	07880	F
2UH5ETCS	47	SI	81048	M
E302983Z	34	NL	66612	M
1FRB1C3W	66	EM	54760	M
NVP39NDL	22	VE	93998	M
UYA0DF33	21	JA	49600	M
F7LM1AXD	42	VE	96510	M
X9321MZN	69	CH	31063	F
XUUMRBRD	30	JA	49800	M
06C4CZBU	42	SL	78438	M
NSMRZRB4	22	CU	25770	F
6DPPAF60	40	JA	47910	F
94BHD18N	49	AG	20179	M
VD0VBDGA	72	SI	82206	F
BFSA15F0	42	EM	56335	F
9A08QC6U	44	SO	83170	F
137V0EVE	73	DU	35164	F
XA8A93Y7	48	CU	27020	M
K8D3BYQ0	37	CS	30640	M
UNTHEML4	42	SO	84085	F
N4YR4ZKT	49	DF	14400	F
H252ZKHJ	45	TA	86080	M
EGCF5HH1	22	MO	62360	F
GBPZA93Z	36	DF	01400	F
09RWV70N	38	VE	91098	M
FDQ3B6ZC	54	DU	35040	M
7LF4NS3X	65	MO	62742	F
TATBYS7Q	45	PU	72227	F
475F10BF	39	DF	10580	M
LLV4XEUR	30	NL	64245	F
ME2VP3D3	33	GU	36557	F
9Z870UH6	50	DF	14260	M
D86BTLVF	56	EM	55120	M
T9BD9047	29	BS	23473	F
T0JM0900	18	DF	04908	F
JXG6EX4U	25	EM	56338	M
W5DCYR3K	28	SO	84046	M
T99RK1L4	36	CS	30620	M
632BL5JD	62	DF	08010	M
0JFPDN4M	76	DF	11000	F
QA0HPVRB	23	CH	32295	F
ZZ4TF6YL	46	TM	87130	F
HLQC1030	67	DF	09080	M
0NAU0UJS	68	DF	07510	F
LPNMSME6	23	PU	72014	F
VX40EX0P	34	SI	80378	M
WDNXG7FF	27	CU	27555	F
021F0XB6	51	AG	20410	M
9KMBRHWK	33	GU	36530	M
U02TCZDE	73	SO	83345	M
Q7K46PVJ	28	DF	09060	M
U9ES80HN	35	VE	96340	M
006G4P76	30	GU	38610	F
0ALZMN90	30	JA	45630	F
7BAN9XJM	38	EM	54650	F
P6FSKLH1	59	NL	67535	M
NY08AMGB	22	YU	97314	M
C07Y0JX0	40	HI	42970	F
QLSABB03	30	EM	54140	M
Y8XMEQUD	46	VE	92820	M
KGLJM30Z	50	CU	27295	M
CS90AUWL	34	DF	03340	M
GLBDCHLV	29	SO	84620	M
P32H9TND	31	HI	42186	M
DYLGHK1W	46	MI	58120	F
HXK2CFND	34	QR	77666	M
RFAWD80F	25	NL	64000	M
HGG260QM	30	EM	54170	F
PUKC94G2	30	CO	28984	F
APMAPR9U	53	CU	27280	M
L8Z7JN3Q	24	SL	79900	M
PZ06CYWU	24	JA	45625	F
GJD3PXKX	33	QU	76087	M
0FHSWBCU	37	DF	11280	F
M5QJBDB6	23	SI	82132	F
H9WWEE1W	62	SO	83110	M
CMTE000E	34	JA	44770	F
4EJTYE7H	55	CS	30796	F
VGZMYX6B	36	EM	52929	F
R9GTUZ51	40	JA	44410	F
G3L2YXY6	35	NL	64630	F
MC1HM2QM	21	NL	67192	F
NRA4TM71	22	BN	22455	F
KXMAK0DL	27	CU	26080	F
TEVHR4QQ	28	GU	37590	M
B7ZRCGD6	37	DF	15900	F
HVHKCG0Z	50	CU	26060	F
U0G8XC15	28	SO	84066	F
9MG799FA	36	EM	55200	F
0XK3WUWL	65	EM	53100	F
DBUDLMTQ	29	TL	90300	M
2DDN4FE3	38	CS	30779	F
89FACT5J	34	EM	50227	M
DRQC8QBB	31	CH	32060	F
HG9T0D1Y	32	TL	90920	F
6EV67GPC	40	GU	37800	F
Q3PUCC7M	24	EM	54240	M
0UCEUD1K	42	JA	46470	F
M8V2EQUE	37	JA	44200	F
521YF7R8	39	DF	14350	M
3W8MN1V2	47	MI	59615	F
H5VWZD1E	67	DF	15000	F
707H37FU	46	SO	85880	M
6LYD5DUY	53	TA	86030	F
0JKWBARY	50	MO	62740	F
HK4Z1Y0S	26	JA	44810	F
G4Y0XAMH	25	EM	54150	F
80WDPB3B	54	QR	77782	M
Q00XAA6N	44	DF	14650	M
JQGH0WNP	23	PU	72710	M
T4X7DC6N	23	JA	48500	M
FNQZKPJX	27	EM	56208	F
3LZQJCWC	34	SO	83250	M
W34Q4KLA	74	JA	44760	F
DS6YGQKU	46	SI	80020	F
U16L2ZZR	26	SI	80240	F
EBR9SZ0B	44	HI	43740	F
HF6VZ5L7	33	YU	97179	F
W44EEGGP	23	QU	76110	F
D0BMXP4V	68	BS	23473	M
QEUQ0S9F	22	EM	57000	M
1NV0YZTW	60	QU	76086	M
DYUWE81S	35	BN	22464	F
W40CHWBC	33	EM	56585	F
02XWYT80	36	EM	55067	F
QL0CVZKY	22	VE	93700	F
R1019X53	35	EM	53720	F
T6L7K4HE	37	EM	54140	F
4ZGAGLT9	49	GU	37358	F
2FP071XG	50	EM	57900	F
JBCQ8K0R	53	JA	45199	M
S2P1F0D1	20	DF	06920	M
2VJZ97V4	48	GU	38800	F
MKTSZ8K4	38	SI	80197	F
3NT1VCXD	63	BN	21100	M
VTMBZ06J	48	MO	62700	F
TCL4MV5K	47	MI	59300	M
QABW4P26	19	OA	71980	F
ZTGAR0A6	23	SO	85137	F
M4FVUWQ4	24	TL	90105	F
6WMX03DQ	39	DF	06880	F
2MYZ4H7W	40	EM	54605	M
A48UA61V	39	BN	21378	F
2SS57V3C	67	SI	80020	F
7HAWXU1H	27	AG	20400	M
09PQ7THZ	32	EM	53217	M
G1DB42VE	31	TL	90506	M
CU6C66DN	35	SO	85210	M
VF80MF80	64	GU	37138	M
EL4UPUXR	32	CS	29960	F
T52F5RGX	23	TM	89939	M
BQT0N7LF	40	SI	80301	F
H9Z80Q8P	49	PU	72130	F
W9AJ0GGB	48	DF	02150	M
NX9LK5VH	49	CU	27600	F
0EX79006	27	AG	20126	F
27YTEERK	54	GU	38940	F
VGH5XVA3	72	HI	42111	F
1H8V6NY0	58	HI	42032	M
NJFZQKEN	21	GO	40200	M
MUKVD1BN	29	BN	22800	M
PVX290XK	26	GO	39830	F
XPSAAZSR	46	YU	97302	M
AMV3ZZQ0	88	TM	88747	M
6DXDDZSV	46	JA	45130	M
Q7Z31WD7	26	EM	57600	M
TNZ08XH5	28	AG	20284	F
T06ZXXQT	35	VE	95096	F
CU518CRB	34	DF	09700	F
MKPGQVSF	21	BN	22800	F
JYHREFR0	30	NL	67150	F
YDP878UH	27	BN	21340	F
S6K4FQ91	19	EM	55717	M
PSKYZCQC	21	NL	64580	F
KY7V00RW	25	MI	61258	M
0XAX39XW	63	DF	09410	M
XQW7AQKH	42	VE	91850	M
MVN4KA0K	59	DF	10610	M
4693QMKH	51	QR	77527	M
6HYF1Y0J	53	OA	70989	F
V28QYTHZ	27	NL	66000	F
Q158HER5	59	GO	39096	F
T7VJLFMX	29	QR	77780	F
0DWW0H38	27	EM	54473	M
HV77PK50	29	NL	66612	F
KC0FHM3M	31	EM	54090	F
Z700J0WN	24	GO	40040	M
VD0C5K4M	37	SO	84086	M
73XCXYXN	42	QR	77780	F
A74E55MF	40	SO	84770	M
YCDPZE3A	32	EM	50265	F
GNKR9JXS	40	JA	45430	F
SNBC81YZ	21	OA	68027	M
E5T6V7Z8	32	GU	36640	F
PD0CP5F9	16	GU	38110	M
00289UX5	53	EM	52784	F
EQJGTXVU	50	SI	81318	F
H2W4J200	25	QU	76148	M
Q0WCJS0H	19	DU	35060	?
YNVX2KJQ	25	MI	60994	F
W5UTJ6VH	27	NL	66084	M
B5NU7JLF	39	DF	13100	M
HX9UT0B4	23	JA	45500	M
3H2X9CUK	52	BS	23080	M
YW00BCY3	20	QU	76906	M
68K0T6GJ	51	QU	76806	M
VK90K2N4	28	TM	88736	F
WU4CHBUP	45	NL	67192	M
NSVSW1YX	23	NL	66460	M
UTEV30H8	56	NL	67190	F
9JMDF205	58	SL	78433	F
KSYJTDBL	24	DU	34194	F
6RZYKWBS	40	DF	03630	M
RV771UFJ	62	BS	23444	M
W15L5C6F	24	CU	25740	M
N5L401N0	25	GU	37234	M
7SAYG789	57	CH	32659	F
YM61UWED	31	CH	31125	M
NBKFVMSY	40	CU	25225	F
U7CYP3SD	43	EM	52280	M
G8P4R0Q6	35	SL	79960	F
UFRD2MFQ	34	CU	25110	F
JQNLJ4UU	51	GU	38770	F
DYNASPQE	39	QR	77505	M
R7MGYX57	25	BN	22185	F
MBRY8K49	27	DF	09700	M
H60X15W9	32	MO	62890	M
H91S5WPZ	30	MO	62588	M
SLE0UJ2T	38	JA	44960	M
55PNC2LA	64	SO	85465	M
ACDMWW50	43	HI	43800	M
G77JPE9P	33	TA	86600	M
8HM077WZ	46	SI	82124	M
AUDZ49GG	37	CH	32546	F
CKHRJWSN	33	BN	22830	M
K4SNJESG	44	DF	09850	M
U060FY7N	30	DU	35018	F
E0YUDS2T	60	OA	71256	F
AECH3XCF	31	EM	57200	F
XQUS42FP	26	EM	54150	M
2KJ8ALWY	40	QR	77723	M
6YBVC507	64	CU	25270	F
LKX6FYRW	43	DF	09880	M
C0VMW8ZY	33	MI	59384	M
68XNYWNH	55	QU	76148	F
SA26Y2GR	32	TA	86800	F
TLNL06XV	27	CU	25110	F
E8Q5AGSU	32	DF	06020	F
JQXVGCRD	30	EM	56530	M
X1FZKNHE	39	NL	66050	F
M8VW0UGK	40	CU	27000	F
K00U70AY	38	CO	28864	F
732BU3S1	53	BS	23456	M
89F1T7DC	39	DF	01377	M
JYCJQNAD	34	QR	77086	F
EKTYNGUK	31	EM	55712	M
X9YRF8J6	30	DU	34194	F
GVP0Y111	29	EM	57740	M
WURNJDBD	50	EM	55340	M
JE0D8EHC	72	BS	23935	F
X4CYL691	27	EM	52570	M
RC0Q0V90	31	YU	97390	M
5VTZU27G	53	EM	56334	M
YZ1A9W6L	21	GU	36100	M
MQ5X4LFD	28	SL	78784	F
FH26N025	42	DF	01650	M
4DNZB0Y2	63	DF	07300	M
THX3CYU7	27	EM	57210	M
Z8ZATV5P	19	NL	66604	M
K2DBDH2C	40	EM	54935	M
BTHW9GUU	54	EM	54960	M
61CKFUH8	55	CH	31300	M
1YGYLSTJ	39	CH	31313	F
U0A2VNX7	31	EM	55765	F
9NVPN73F	39	QU	76134	M
ZMRVZ039	22	NL	67580	M
L6Q51XXU	28	TA	86153	F
F329VNK6	39	DU	35049	F
7VZJ173M	36	EM	50260	F
9GBTMY82	38	EM	54800	M
YQKKN504	46	SI	80296	F
F9FX33C4	44	SO	83104	F
CJZZU3U2	40	NL	67250	M
S5FCSHR5	22	JA	48290	F
36JNWT05	63	QU	76130	M
HVRZPQ0Y	28	GU	37530	M
MW263EUC	66	SI	80054	F
WM0FJ7F4	25	QU	76138	F
KEVT0P4R	29	EM	54570	F
K9FSXR40	26	CS	29270	F
7K3UD2C4	46	YU	97246	M
BH7T1S0Z	23	TA	86700	F
P4TQ0HA3	20	SO	85160	M
4RYUMQFG	46	DF	02460	F
EQ0C0UEC	39	BN	22920	M
8CVCAZMC	50	CS	29038	F
H1RV4M0T	30	TA	86280	M
9571Z93Y	40	DF	01000	M
2LAEKVV8	60	OA	70610	F
C91A38XT	46	NL	64010	M
9WE69R98	30	EM	54753	M
U7PLYVUU	44	EM	54720	M
E5D10JSM	52	BN	22473	F
31RYDCQB	43	JA	46200	F
LMP4B9NU	27	VE	93295	M
4VM9ZHYC	60	PU	72000	F
PFA59N3T	21	EM	55883	M
EYRPMYC2	30	JA	47746	M
CFZSGBHY	37	PU	73310	M
BGX6LEG5	38	PU	74160	F
0KH99TZT	45	OA	68270	F
ESRR20K4	44	DF	06010	M
RRUUB7AQ	25	TA	86029	F
U9XERL9R	48	JA	45653	F
H32NLP5V	26	TA	86250	F
FE959AEQ	41	NL	67275	M
